0,1
1,x0
2,x1
3,x2
4,x3
5,x4
6,x5
7,x6
8,x7
9,x8
10,x9
11,x10
12,x11
13,x12
14,x13
15,x14
16,x15
17,x16
18,x17
19,x0^2
20,x0 x1
21,x0 x2
22,x0 x3
23,x0 x4
24,x0 x5
25,x0 x6
26,x0 x7
27,x0 x8
28,x0 x9
29,x0 x10
30,x0 x11
31,x0 x12
32,x0 x13
33,x0 x14
34,x0 x15
35,x0 x16
36,x0 x17
37,x1^2
38,x1 x2
39,x1 x3
40,x1 x4
41,x1 x5
42,x1 x6
43,x1 x7
44,x1 x8
45,x1 x9
46,x1 x10
47,x1 x11
48,x1 x12
49,x1 x13
50,x1 x14
51,x1 x15
52,x1 x16
53,x1 x17
54,x2^2
55,x2 x3
56,x2 x4
57,x2 x5
58,x2 x6
59,x2 x7
60,x2 x8
61,x2 x9
62,x2 x10
63,x2 x11
64,x2 x12
65,x2 x13
66,x2 x14
67,x2 x15
68,x2 x16
69,x2 x17
70,x3^2
71,x3 x4
72,x3 x5
73,x3 x6
74,x3 x7
75,x3 x8
76,x3 x9
77,x3 x10
78,x3 x11
79,x3 x12
80,x3 x13
81,x3 x14
82,x3 x15
83,x3 x16
84,x3 x17
85,x4^2
86,x4 x5
87,x4 x6
88,x4 x7
89,x4 x8
90,x4 x9
91,x4 x10
92,x4 x11
93,x4 x12
94,x4 x13
95,x4 x14
96,x4 x15
97,x4 x16
98,x4 x17
99,x5^2
100,x5 x6
101,x5 x7
102,x5 x8
103,x5 x9
104,x5 x10
105,x5 x11
106,x5 x12
107,x5 x13
108,x5 x14
109,x5 x15
110,x5 x16
111,x5 x17
112,x6^2
113,x6 x7
114,x6 x8
115,x6 x9
116,x6 x10
117,x6 x11
118,x6 x12
119,x6 x13
120,x6 x14
121,x6 x15
122,x6 x16
123,x6 x17
124,x7^2
125,x7 x8
126,x7 x9
127,x7 x10
128,x7 x11
129,x7 x12
130,x7 x13
131,x7 x14
132,x7 x15
133,x7 x16
134,x7 x17
135,x8^2
136,x8 x9
137,x8 x10
138,x8 x11
139,x8 x12
140,x8 x13
141,x8 x14
142,x8 x15
143,x8 x16
144,x8 x17
145,x9^2
146,x9 x10
147,x9 x11
148,x9 x12
149,x9 x13
150,x9 x14
151,x9 x15
152,x9 x16
153,x9 x17
154,x10^2
155,x10 x11
156,x10 x12
157,x10 x13
158,x10 x14
159,x10 x15
160,x10 x16
161,x10 x17
162,x11^2
163,x11 x12
164,x11 x13
165,x11 x14
166,x11 x15
167,x11 x16
168,x11 x17
169,x12^2
170,x12 x13
171,x12 x14
172,x12 x15
173,x12 x16
174,x12 x17
175,x13^2
176,x13 x14
177,x13 x15
178,x13 x16
179,x13 x17
180,x14^2
181,x14 x15
182,x14 x16
183,x14 x17
184,x15^2
185,x15 x16
186,x15 x17
187,x16^2
188,x16 x17
189,x17^2
190,x0^3
191,x0^2 x1
192,x0^2 x2
193,x0^2 x3
194,x0^2 x4
195,x0^2 x5
196,x0^2 x6
197,x0^2 x7
198,x0^2 x8
199,x0^2 x9
200,x0^2 x10
201,x0^2 x11
202,x0^2 x12
203,x0^2 x13
204,x0^2 x14
205,x0^2 x15
206,x0^2 x16
207,x0^2 x17
208,x0 x1^2
209,x0 x1 x2
210,x0 x1 x3
211,x0 x1 x4
212,x0 x1 x5
213,x0 x1 x6
214,x0 x1 x7
215,x0 x1 x8
216,x0 x1 x9
217,x0 x1 x10
218,x0 x1 x11
219,x0 x1 x12
220,x0 x1 x13
221,x0 x1 x14
222,x0 x1 x15
223,x0 x1 x16
224,x0 x1 x17
225,x0 x2^2
226,x0 x2 x3
227,x0 x2 x4
228,x0 x2 x5
229,x0 x2 x6
230,x0 x2 x7
231,x0 x2 x8
232,x0 x2 x9
233,x0 x2 x10
234,x0 x2 x11
235,x0 x2 x12
236,x0 x2 x13
237,x0 x2 x14
238,x0 x2 x15
239,x0 x2 x16
240,x0 x2 x17
241,x0 x3^2
242,x0 x3 x4
243,x0 x3 x5
244,x0 x3 x6
245,x0 x3 x7
246,x0 x3 x8
247,x0 x3 x9
248,x0 x3 x10
249,x0 x3 x11
250,x0 x3 x12
251,x0 x3 x13
252,x0 x3 x14
253,x0 x3 x15
254,x0 x3 x16
255,x0 x3 x17
256,x0 x4^2
257,x0 x4 x5
258,x0 x4 x6
259,x0 x4 x7
260,x0 x4 x8
261,x0 x4 x9
262,x0 x4 x10
263,x0 x4 x11
264,x0 x4 x12
265,x0 x4 x13
266,x0 x4 x14
267,x0 x4 x15
268,x0 x4 x16
269,x0 x4 x17
270,x0 x5^2
271,x0 x5 x6
272,x0 x5 x7
273,x0 x5 x8
274,x0 x5 x9
275,x0 x5 x10
276,x0 x5 x11
277,x0 x5 x12
278,x0 x5 x13
279,x0 x5 x14
280,x0 x5 x15
281,x0 x5 x16
282,x0 x5 x17
283,x0 x6^2
284,x0 x6 x7
285,x0 x6 x8
286,x0 x6 x9
287,x0 x6 x10
288,x0 x6 x11
289,x0 x6 x12
290,x0 x6 x13
291,x0 x6 x14
292,x0 x6 x15
293,x0 x6 x16
294,x0 x6 x17
295,x0 x7^2
296,x0 x7 x8
297,x0 x7 x9
298,x0 x7 x10
299,x0 x7 x11
300,x0 x7 x12
301,x0 x7 x13
302,x0 x7 x14
303,x0 x7 x15
304,x0 x7 x16
305,x0 x7 x17
306,x0 x8^2
307,x0 x8 x9
308,x0 x8 x10
309,x0 x8 x11
310,x0 x8 x12
311,x0 x8 x13
312,x0 x8 x14
313,x0 x8 x15
314,x0 x8 x16
315,x0 x8 x17
316,x0 x9^2
317,x0 x9 x10
318,x0 x9 x11
319,x0 x9 x12
320,x0 x9 x13
321,x0 x9 x14
322,x0 x9 x15
323,x0 x9 x16
324,x0 x9 x17
325,x0 x10^2
326,x0 x10 x11
327,x0 x10 x12
328,x0 x10 x13
329,x0 x10 x14
330,x0 x10 x15
331,x0 x10 x16
332,x0 x10 x17
333,x0 x11^2
334,x0 x11 x12
335,x0 x11 x13
336,x0 x11 x14
337,x0 x11 x15
338,x0 x11 x16
339,x0 x11 x17
340,x0 x12^2
341,x0 x12 x13
342,x0 x12 x14
343,x0 x12 x15
344,x0 x12 x16
345,x0 x12 x17
346,x0 x13^2
347,x0 x13 x14
348,x0 x13 x15
349,x0 x13 x16
350,x0 x13 x17
351,x0 x14^2
352,x0 x14 x15
353,x0 x14 x16
354,x0 x14 x17
355,x0 x15^2
356,x0 x15 x16
357,x0 x15 x17
358,x0 x16^2
359,x0 x16 x17
360,x0 x17^2
361,x1^3
362,x1^2 x2
363,x1^2 x3
364,x1^2 x4
365,x1^2 x5
366,x1^2 x6
367,x1^2 x7
368,x1^2 x8
369,x1^2 x9
370,x1^2 x10
371,x1^2 x11
372,x1^2 x12
373,x1^2 x13
374,x1^2 x14
375,x1^2 x15
376,x1^2 x16
377,x1^2 x17
378,x1 x2^2
379,x1 x2 x3
380,x1 x2 x4
381,x1 x2 x5
382,x1 x2 x6
383,x1 x2 x7
384,x1 x2 x8
385,x1 x2 x9
386,x1 x2 x10
387,x1 x2 x11
388,x1 x2 x12
389,x1 x2 x13
390,x1 x2 x14
391,x1 x2 x15
392,x1 x2 x16
393,x1 x2 x17
394,x1 x3^2
395,x1 x3 x4
396,x1 x3 x5
397,x1 x3 x6
398,x1 x3 x7
399,x1 x3 x8
400,x1 x3 x9
401,x1 x3 x10
402,x1 x3 x11
403,x1 x3 x12
404,x1 x3 x13
405,x1 x3 x14
406,x1 x3 x15
407,x1 x3 x16
408,x1 x3 x17
409,x1 x4^2
410,x1 x4 x5
411,x1 x4 x6
412,x1 x4 x7
413,x1 x4 x8
414,x1 x4 x9
415,x1 x4 x10
416,x1 x4 x11
417,x1 x4 x12
418,x1 x4 x13
419,x1 x4 x14
420,x1 x4 x15
421,x1 x4 x16
422,x1 x4 x17
423,x1 x5^2
424,x1 x5 x6
425,x1 x5 x7
426,x1 x5 x8
427,x1 x5 x9
428,x1 x5 x10
429,x1 x5 x11
430,x1 x5 x12
431,x1 x5 x13
432,x1 x5 x14
433,x1 x5 x15
434,x1 x5 x16
435,x1 x5 x17
436,x1 x6^2
437,x1 x6 x7
438,x1 x6 x8
439,x1 x6 x9
440,x1 x6 x10
441,x1 x6 x11
442,x1 x6 x12
443,x1 x6 x13
444,x1 x6 x14
445,x1 x6 x15
446,x1 x6 x16
447,x1 x6 x17
448,x1 x7^2
449,x1 x7 x8
450,x1 x7 x9
451,x1 x7 x10
452,x1 x7 x11
453,x1 x7 x12
454,x1 x7 x13
455,x1 x7 x14
456,x1 x7 x15
457,x1 x7 x16
458,x1 x7 x17
459,x1 x8^2
460,x1 x8 x9
461,x1 x8 x10
462,x1 x8 x11
463,x1 x8 x12
464,x1 x8 x13
465,x1 x8 x14
466,x1 x8 x15
467,x1 x8 x16
468,x1 x8 x17
469,x1 x9^2
470,x1 x9 x10
471,x1 x9 x11
472,x1 x9 x12
473,x1 x9 x13
474,x1 x9 x14
475,x1 x9 x15
476,x1 x9 x16
477,x1 x9 x17
478,x1 x10^2
479,x1 x10 x11
480,x1 x10 x12
481,x1 x10 x13
482,x1 x10 x14
483,x1 x10 x15
484,x1 x10 x16
485,x1 x10 x17
486,x1 x11^2
487,x1 x11 x12
488,x1 x11 x13
489,x1 x11 x14
490,x1 x11 x15
491,x1 x11 x16
492,x1 x11 x17
493,x1 x12^2
494,x1 x12 x13
495,x1 x12 x14
496,x1 x12 x15
497,x1 x12 x16
498,x1 x12 x17
499,x1 x13^2
500,x1 x13 x14
501,x1 x13 x15
502,x1 x13 x16
503,x1 x13 x17
504,x1 x14^2
505,x1 x14 x15
506,x1 x14 x16
507,x1 x14 x17
508,x1 x15^2
509,x1 x15 x16
510,x1 x15 x17
511,x1 x16^2
512,x1 x16 x17
513,x1 x17^2
514,x2^3
515,x2^2 x3
516,x2^2 x4
517,x2^2 x5
518,x2^2 x6
519,x2^2 x7
520,x2^2 x8
521,x2^2 x9
522,x2^2 x10
523,x2^2 x11
524,x2^2 x12
525,x2^2 x13
526,x2^2 x14
527,x2^2 x15
528,x2^2 x16
529,x2^2 x17
530,x2 x3^2
531,x2 x3 x4
532,x2 x3 x5
533,x2 x3 x6
534,x2 x3 x7
535,x2 x3 x8
536,x2 x3 x9
537,x2 x3 x10
538,x2 x3 x11
539,x2 x3 x12
540,x2 x3 x13
541,x2 x3 x14
542,x2 x3 x15
543,x2 x3 x16
544,x2 x3 x17
545,x2 x4^2
546,x2 x4 x5
547,x2 x4 x6
548,x2 x4 x7
549,x2 x4 x8
550,x2 x4 x9
551,x2 x4 x10
552,x2 x4 x11
553,x2 x4 x12
554,x2 x4 x13
555,x2 x4 x14
556,x2 x4 x15
557,x2 x4 x16
558,x2 x4 x17
559,x2 x5^2
560,x2 x5 x6
561,x2 x5 x7
562,x2 x5 x8
563,x2 x5 x9
564,x2 x5 x10
565,x2 x5 x11
566,x2 x5 x12
567,x2 x5 x13
568,x2 x5 x14
569,x2 x5 x15
570,x2 x5 x16
571,x2 x5 x17
572,x2 x6^2
573,x2 x6 x7
574,x2 x6 x8
575,x2 x6 x9
576,x2 x6 x10
577,x2 x6 x11
578,x2 x6 x12
579,x2 x6 x13
580,x2 x6 x14
581,x2 x6 x15
582,x2 x6 x16
583,x2 x6 x17
584,x2 x7^2
585,x2 x7 x8
586,x2 x7 x9
587,x2 x7 x10
588,x2 x7 x11
589,x2 x7 x12
590,x2 x7 x13
591,x2 x7 x14
592,x2 x7 x15
593,x2 x7 x16
594,x2 x7 x17
595,x2 x8^2
596,x2 x8 x9
597,x2 x8 x10
598,x2 x8 x11
599,x2 x8 x12
600,x2 x8 x13
601,x2 x8 x14
602,x2 x8 x15
603,x2 x8 x16
604,x2 x8 x17
605,x2 x9^2
606,x2 x9 x10
607,x2 x9 x11
608,x2 x9 x12
609,x2 x9 x13
610,x2 x9 x14
611,x2 x9 x15
612,x2 x9 x16
613,x2 x9 x17
614,x2 x10^2
615,x2 x10 x11
616,x2 x10 x12
617,x2 x10 x13
618,x2 x10 x14
619,x2 x10 x15
620,x2 x10 x16
621,x2 x10 x17
622,x2 x11^2
623,x2 x11 x12
624,x2 x11 x13
625,x2 x11 x14
626,x2 x11 x15
627,x2 x11 x16
628,x2 x11 x17
629,x2 x12^2
630,x2 x12 x13
631,x2 x12 x14
632,x2 x12 x15
633,x2 x12 x16
634,x2 x12 x17
635,x2 x13^2
636,x2 x13 x14
637,x2 x13 x15
638,x2 x13 x16
639,x2 x13 x17
640,x2 x14^2
641,x2 x14 x15
642,x2 x14 x16
643,x2 x14 x17
644,x2 x15^2
645,x2 x15 x16
646,x2 x15 x17
647,x2 x16^2
648,x2 x16 x17
649,x2 x17^2
650,x3^3
651,x3^2 x4
652,x3^2 x5
653,x3^2 x6
654,x3^2 x7
655,x3^2 x8
656,x3^2 x9
657,x3^2 x10
658,x3^2 x11
659,x3^2 x12
660,x3^2 x13
661,x3^2 x14
662,x3^2 x15
663,x3^2 x16
664,x3^2 x17
665,x3 x4^2
666,x3 x4 x5
667,x3 x4 x6
668,x3 x4 x7
669,x3 x4 x8
670,x3 x4 x9
671,x3 x4 x10
672,x3 x4 x11
673,x3 x4 x12
674,x3 x4 x13
675,x3 x4 x14
676,x3 x4 x15
677,x3 x4 x16
678,x3 x4 x17
679,x3 x5^2
680,x3 x5 x6
681,x3 x5 x7
682,x3 x5 x8
683,x3 x5 x9
684,x3 x5 x10
685,x3 x5 x11
686,x3 x5 x12
687,x3 x5 x13
688,x3 x5 x14
689,x3 x5 x15
690,x3 x5 x16
691,x3 x5 x17
692,x3 x6^2
693,x3 x6 x7
694,x3 x6 x8
695,x3 x6 x9
696,x3 x6 x10
697,x3 x6 x11
698,x3 x6 x12
699,x3 x6 x13
700,x3 x6 x14
701,x3 x6 x15
702,x3 x6 x16
703,x3 x6 x17
704,x3 x7^2
705,x3 x7 x8
706,x3 x7 x9
707,x3 x7 x10
708,x3 x7 x11
709,x3 x7 x12
710,x3 x7 x13
711,x3 x7 x14
712,x3 x7 x15
713,x3 x7 x16
714,x3 x7 x17
715,x3 x8^2
716,x3 x8 x9
717,x3 x8 x10
718,x3 x8 x11
719,x3 x8 x12
720,x3 x8 x13
721,x3 x8 x14
722,x3 x8 x15
723,x3 x8 x16
724,x3 x8 x17
725,x3 x9^2
726,x3 x9 x10
727,x3 x9 x11
728,x3 x9 x12
729,x3 x9 x13
730,x3 x9 x14
731,x3 x9 x15
732,x3 x9 x16
733,x3 x9 x17
734,x3 x10^2
735,x3 x10 x11
736,x3 x10 x12
737,x3 x10 x13
738,x3 x10 x14
739,x3 x10 x15
740,x3 x10 x16
741,x3 x10 x17
742,x3 x11^2
743,x3 x11 x12
744,x3 x11 x13
745,x3 x11 x14
746,x3 x11 x15
747,x3 x11 x16
748,x3 x11 x17
749,x3 x12^2
750,x3 x12 x13
751,x3 x12 x14
752,x3 x12 x15
753,x3 x12 x16
754,x3 x12 x17
755,x3 x13^2
756,x3 x13 x14
757,x3 x13 x15
758,x3 x13 x16
759,x3 x13 x17
760,x3 x14^2
761,x3 x14 x15
762,x3 x14 x16
763,x3 x14 x17
764,x3 x15^2
765,x3 x15 x16
766,x3 x15 x17
767,x3 x16^2
768,x3 x16 x17
769,x3 x17^2
770,x4^3
771,x4^2 x5
772,x4^2 x6
773,x4^2 x7
774,x4^2 x8
775,x4^2 x9
776,x4^2 x10
777,x4^2 x11
778,x4^2 x12
779,x4^2 x13
780,x4^2 x14
781,x4^2 x15
782,x4^2 x16
783,x4^2 x17
784,x4 x5^2
785,x4 x5 x6
786,x4 x5 x7
787,x4 x5 x8
788,x4 x5 x9
789,x4 x5 x10
790,x4 x5 x11
791,x4 x5 x12
792,x4 x5 x13
793,x4 x5 x14
794,x4 x5 x15
795,x4 x5 x16
796,x4 x5 x17
797,x4 x6^2
798,x4 x6 x7
799,x4 x6 x8
800,x4 x6 x9
801,x4 x6 x10
802,x4 x6 x11
803,x4 x6 x12
804,x4 x6 x13
805,x4 x6 x14
806,x4 x6 x15
807,x4 x6 x16
808,x4 x6 x17
809,x4 x7^2
810,x4 x7 x8
811,x4 x7 x9
812,x4 x7 x10
813,x4 x7 x11
814,x4 x7 x12
815,x4 x7 x13
816,x4 x7 x14
817,x4 x7 x15
818,x4 x7 x16
819,x4 x7 x17
820,x4 x8^2
821,x4 x8 x9
822,x4 x8 x10
823,x4 x8 x11
824,x4 x8 x12
825,x4 x8 x13
826,x4 x8 x14
827,x4 x8 x15
828,x4 x8 x16
829,x4 x8 x17
830,x4 x9^2
831,x4 x9 x10
832,x4 x9 x11
833,x4 x9 x12
834,x4 x9 x13
835,x4 x9 x14
836,x4 x9 x15
837,x4 x9 x16
838,x4 x9 x17
839,x4 x10^2
840,x4 x10 x11
841,x4 x10 x12
842,x4 x10 x13
843,x4 x10 x14
844,x4 x10 x15
845,x4 x10 x16
846,x4 x10 x17
847,x4 x11^2
848,x4 x11 x12
849,x4 x11 x13
850,x4 x11 x14
851,x4 x11 x15
852,x4 x11 x16
853,x4 x11 x17
854,x4 x12^2
855,x4 x12 x13
856,x4 x12 x14
857,x4 x12 x15
858,x4 x12 x16
859,x4 x12 x17
860,x4 x13^2
861,x4 x13 x14
862,x4 x13 x15
863,x4 x13 x16
864,x4 x13 x17
865,x4 x14^2
866,x4 x14 x15
867,x4 x14 x16
868,x4 x14 x17
869,x4 x15^2
870,x4 x15 x16
871,x4 x15 x17
872,x4 x16^2
873,x4 x16 x17
874,x4 x17^2
875,x5^3
876,x5^2 x6
877,x5^2 x7
878,x5^2 x8
879,x5^2 x9
880,x5^2 x10
881,x5^2 x11
882,x5^2 x12
883,x5^2 x13
884,x5^2 x14
885,x5^2 x15
886,x5^2 x16
887,x5^2 x17
888,x5 x6^2
889,x5 x6 x7
890,x5 x6 x8
891,x5 x6 x9
892,x5 x6 x10
893,x5 x6 x11
894,x5 x6 x12
895,x5 x6 x13
896,x5 x6 x14
897,x5 x6 x15
898,x5 x6 x16
899,x5 x6 x17
900,x5 x7^2
901,x5 x7 x8
902,x5 x7 x9
903,x5 x7 x10
904,x5 x7 x11
905,x5 x7 x12
906,x5 x7 x13
907,x5 x7 x14
908,x5 x7 x15
909,x5 x7 x16
910,x5 x7 x17
911,x5 x8^2
912,x5 x8 x9
913,x5 x8 x10
914,x5 x8 x11
915,x5 x8 x12
916,x5 x8 x13
917,x5 x8 x14
918,x5 x8 x15
919,x5 x8 x16
920,x5 x8 x17
921,x5 x9^2
922,x5 x9 x10
923,x5 x9 x11
924,x5 x9 x12
925,x5 x9 x13
926,x5 x9 x14
927,x5 x9 x15
928,x5 x9 x16
929,x5 x9 x17
930,x5 x10^2
931,x5 x10 x11
932,x5 x10 x12
933,x5 x10 x13
934,x5 x10 x14
935,x5 x10 x15
936,x5 x10 x16
937,x5 x10 x17
938,x5 x11^2
939,x5 x11 x12
940,x5 x11 x13
941,x5 x11 x14
942,x5 x11 x15
943,x5 x11 x16
944,x5 x11 x17
945,x5 x12^2
946,x5 x12 x13
947,x5 x12 x14
948,x5 x12 x15
949,x5 x12 x16
950,x5 x12 x17
951,x5 x13^2
952,x5 x13 x14
953,x5 x13 x15
954,x5 x13 x16
955,x5 x13 x17
956,x5 x14^2
957,x5 x14 x15
958,x5 x14 x16
959,x5 x14 x17
960,x5 x15^2
961,x5 x15 x16
962,x5 x15 x17
963,x5 x16^2
964,x5 x16 x17
965,x5 x17^2
966,x6^3
967,x6^2 x7
968,x6^2 x8
969,x6^2 x9
970,x6^2 x10
971,x6^2 x11
972,x6^2 x12
973,x6^2 x13
974,x6^2 x14
975,x6^2 x15
976,x6^2 x16
977,x6^2 x17
978,x6 x7^2
979,x6 x7 x8
980,x6 x7 x9
981,x6 x7 x10
982,x6 x7 x11
983,x6 x7 x12
984,x6 x7 x13
985,x6 x7 x14
986,x6 x7 x15
987,x6 x7 x16
988,x6 x7 x17
989,x6 x8^2
990,x6 x8 x9
991,x6 x8 x10
992,x6 x8 x11
993,x6 x8 x12
994,x6 x8 x13
995,x6 x8 x14
996,x6 x8 x15
997,x6 x8 x16
998,x6 x8 x17
999,x6 x9^2
1000,x6 x9 x10
1001,x6 x9 x11
1002,x6 x9 x12
1003,x6 x9 x13
1004,x6 x9 x14
1005,x6 x9 x15
1006,x6 x9 x16
1007,x6 x9 x17
1008,x6 x10^2
1009,x6 x10 x11
1010,x6 x10 x12
1011,x6 x10 x13
1012,x6 x10 x14
1013,x6 x10 x15
1014,x6 x10 x16
1015,x6 x10 x17
1016,x6 x11^2
1017,x6 x11 x12
1018,x6 x11 x13
1019,x6 x11 x14
1020,x6 x11 x15
1021,x6 x11 x16
1022,x6 x11 x17
1023,x6 x12^2
1024,x6 x12 x13
1025,x6 x12 x14
1026,x6 x12 x15
1027,x6 x12 x16
1028,x6 x12 x17
1029,x6 x13^2
1030,x6 x13 x14
1031,x6 x13 x15
1032,x6 x13 x16
1033,x6 x13 x17
1034,x6 x14^2
1035,x6 x14 x15
1036,x6 x14 x16
1037,x6 x14 x17
1038,x6 x15^2
1039,x6 x15 x16
1040,x6 x15 x17
1041,x6 x16^2
1042,x6 x16 x17
1043,x6 x17^2
1044,x7^3
1045,x7^2 x8
1046,x7^2 x9
1047,x7^2 x10
1048,x7^2 x11
1049,x7^2 x12
1050,x7^2 x13
1051,x7^2 x14
1052,x7^2 x15
1053,x7^2 x16
1054,x7^2 x17
1055,x7 x8^2
1056,x7 x8 x9
1057,x7 x8 x10
1058,x7 x8 x11
1059,x7 x8 x12
1060,x7 x8 x13
1061,x7 x8 x14
1062,x7 x8 x15
1063,x7 x8 x16
1064,x7 x8 x17
1065,x7 x9^2
1066,x7 x9 x10
1067,x7 x9 x11
1068,x7 x9 x12
1069,x7 x9 x13
1070,x7 x9 x14
1071,x7 x9 x15
1072,x7 x9 x16
1073,x7 x9 x17
1074,x7 x10^2
1075,x7 x10 x11
1076,x7 x10 x12
1077,x7 x10 x13
1078,x7 x10 x14
1079,x7 x10 x15
1080,x7 x10 x16
1081,x7 x10 x17
1082,x7 x11^2
1083,x7 x11 x12
1084,x7 x11 x13
1085,x7 x11 x14
1086,x7 x11 x15
1087,x7 x11 x16
1088,x7 x11 x17
1089,x7 x12^2
1090,x7 x12 x13
1091,x7 x12 x14
1092,x7 x12 x15
1093,x7 x12 x16
1094,x7 x12 x17
1095,x7 x13^2
1096,x7 x13 x14
1097,x7 x13 x15
1098,x7 x13 x16
1099,x7 x13 x17
1100,x7 x14^2
1101,x7 x14 x15
1102,x7 x14 x16
1103,x7 x14 x17
1104,x7 x15^2
1105,x7 x15 x16
1106,x7 x15 x17
1107,x7 x16^2
1108,x7 x16 x17
1109,x7 x17^2
1110,x8^3
1111,x8^2 x9
1112,x8^2 x10
1113,x8^2 x11
1114,x8^2 x12
1115,x8^2 x13
1116,x8^2 x14
1117,x8^2 x15
1118,x8^2 x16
1119,x8^2 x17
1120,x8 x9^2
1121,x8 x9 x10
1122,x8 x9 x11
1123,x8 x9 x12
1124,x8 x9 x13
1125,x8 x9 x14
1126,x8 x9 x15
1127,x8 x9 x16
1128,x8 x9 x17
1129,x8 x10^2
1130,x8 x10 x11
1131,x8 x10 x12
1132,x8 x10 x13
1133,x8 x10 x14
1134,x8 x10 x15
1135,x8 x10 x16
1136,x8 x10 x17
1137,x8 x11^2
1138,x8 x11 x12
1139,x8 x11 x13
1140,x8 x11 x14
1141,x8 x11 x15
1142,x8 x11 x16
1143,x8 x11 x17
1144,x8 x12^2
1145,x8 x12 x13
1146,x8 x12 x14
1147,x8 x12 x15
1148,x8 x12 x16
1149,x8 x12 x17
1150,x8 x13^2
1151,x8 x13 x14
1152,x8 x13 x15
1153,x8 x13 x16
1154,x8 x13 x17
1155,x8 x14^2
1156,x8 x14 x15
1157,x8 x14 x16
1158,x8 x14 x17
1159,x8 x15^2
1160,x8 x15 x16
1161,x8 x15 x17
1162,x8 x16^2
1163,x8 x16 x17
1164,x8 x17^2
1165,x9^3
1166,x9^2 x10
1167,x9^2 x11
1168,x9^2 x12
1169,x9^2 x13
1170,x9^2 x14
1171,x9^2 x15
1172,x9^2 x16
1173,x9^2 x17
1174,x9 x10^2
1175,x9 x10 x11
1176,x9 x10 x12
1177,x9 x10 x13
1178,x9 x10 x14
1179,x9 x10 x15
1180,x9 x10 x16
1181,x9 x10 x17
1182,x9 x11^2
1183,x9 x11 x12
1184,x9 x11 x13
1185,x9 x11 x14
1186,x9 x11 x15
1187,x9 x11 x16
1188,x9 x11 x17
1189,x9 x12^2
1190,x9 x12 x13
1191,x9 x12 x14
1192,x9 x12 x15
1193,x9 x12 x16
1194,x9 x12 x17
1195,x9 x13^2
1196,x9 x13 x14
1197,x9 x13 x15
1198,x9 x13 x16
1199,x9 x13 x17
1200,x9 x14^2
1201,x9 x14 x15
1202,x9 x14 x16
1203,x9 x14 x17
1204,x9 x15^2
1205,x9 x15 x16
1206,x9 x15 x17
1207,x9 x16^2
1208,x9 x16 x17
1209,x9 x17^2
1210,x10^3
1211,x10^2 x11
1212,x10^2 x12
1213,x10^2 x13
1214,x10^2 x14
1215,x10^2 x15
1216,x10^2 x16
1217,x10^2 x17
1218,x10 x11^2
1219,x10 x11 x12
1220,x10 x11 x13
1221,x10 x11 x14
1222,x10 x11 x15
1223,x10 x11 x16
1224,x10 x11 x17
1225,x10 x12^2
1226,x10 x12 x13
1227,x10 x12 x14
1228,x10 x12 x15
1229,x10 x12 x16
1230,x10 x12 x17
1231,x10 x13^2
1232,x10 x13 x14
1233,x10 x13 x15
1234,x10 x13 x16
1235,x10 x13 x17
1236,x10 x14^2
1237,x10 x14 x15
1238,x10 x14 x16
1239,x10 x14 x17
1240,x10 x15^2
1241,x10 x15 x16
1242,x10 x15 x17
1243,x10 x16^2
1244,x10 x16 x17
1245,x10 x17^2
1246,x11^3
1247,x11^2 x12
1248,x11^2 x13
1249,x11^2 x14
1250,x11^2 x15
1251,x11^2 x16
1252,x11^2 x17
1253,x11 x12^2
1254,x11 x12 x13
1255,x11 x12 x14
1256,x11 x12 x15
1257,x11 x12 x16
1258,x11 x12 x17
1259,x11 x13^2
1260,x11 x13 x14
1261,x11 x13 x15
1262,x11 x13 x16
1263,x11 x13 x17
1264,x11 x14^2
1265,x11 x14 x15
1266,x11 x14 x16
1267,x11 x14 x17
1268,x11 x15^2
1269,x11 x15 x16
1270,x11 x15 x17
1271,x11 x16^2
1272,x11 x16 x17
1273,x11 x17^2
1274,x12^3
1275,x12^2 x13
1276,x12^2 x14
1277,x12^2 x15
1278,x12^2 x16
1279,x12^2 x17
1280,x12 x13^2
1281,x12 x13 x14
1282,x12 x13 x15
1283,x12 x13 x16
1284,x12 x13 x17
1285,x12 x14^2
1286,x12 x14 x15
1287,x12 x14 x16
1288,x12 x14 x17
1289,x12 x15^2
1290,x12 x15 x16
1291,x12 x15 x17
1292,x12 x16^2
1293,x12 x16 x17
1294,x12 x17^2
1295,x13^3
1296,x13^2 x14
1297,x13^2 x15
1298,x13^2 x16
1299,x13^2 x17
1300,x13 x14^2
1301,x13 x14 x15
1302,x13 x14 x16
1303,x13 x14 x17
1304,x13 x15^2
1305,x13 x15 x16
1306,x13 x15 x17
1307,x13 x16^2
1308,x13 x16 x17
1309,x13 x17^2
1310,x14^3
1311,x14^2 x15
1312,x14^2 x16
1313,x14^2 x17
1314,x14 x15^2
1315,x14 x15 x16
1316,x14 x15 x17
1317,x14 x16^2
1318,x14 x16 x17
1319,x14 x17^2
1320,x15^3
1321,x15^2 x16
1322,x15^2 x17
1323,x15 x16^2
1324,x15 x16 x17
1325,x15 x17^2
1326,x16^3
1327,x16^2 x17
1328,x16 x17^2
1329,x17^3
