"state_name","Location","Incumbent","Inc_party","Inc_first_elected","Candidate","Cand_party","district_num","state_abb","dist_id","Cand_party_abb","is_incumbent","years_in_congress"
"Florida","Florida 23","Debbie Wasserman Schultz","Democratic",2004,"Debbie Wasserman Schultz","Democratic","23","FL","FL_23","D",1,14
"Florida","Florida 24","Frederica Wilson","Democratic",2010,"Frederica Wilson","Democratic","24","FL","FL_24","D",1,8
"Florida","Florida 25","Mario Díaz-Balart","Republican",2002,"Mary Barzee Flores","Democratic","25","FL","FL_25","D",0,0
"Florida","Florida 25","Mario Díaz-Balart","Republican",2002,"Mario Díaz-Balart","Republican","25","FL","FL_25","R",1,16
"Florida","Florida 26","Carlos Curbelo","Republican",2014,"Carlos Curbelo","Republican","26","FL","FL_26","R",1,4
"Florida","Florida 26","Carlos Curbelo","Republican",2014,"Debbie Mucarsel-Powell","Democratic","26","FL","FL_26","D",0,0
"Florida","Florida 27","Ileana Ros-Lehtinen","Republican",1989,"Maria Elvira Salazar","Republican","27","FL","FL_27","R",0,0
"Florida","Florida 27","Ileana Ros-Lehtinen","Republican",1989,"Donna Shalala","Democratic","27","FL","FL_27","D",0,0
"Georgia","Georgia 1","Buddy Carter","Republican",2014,"Buddy Carter","Republican","1","GA","GA_1","R",1,4
"Georgia","Georgia 1","Buddy Carter","Republican",2014,"Lisa Ring","Democratic","1","GA","GA_1","D",0,0
"Georgia","Georgia 2","Sanford Bishop","Democratic",1992,"Sanford Bishop","Democratic","2","GA","GA_2","D",1,26
"Georgia","Georgia 2","Sanford Bishop","Democratic",1992,"Herman West","Republican","2","GA","GA_2","R",0,0
"Georgia","Georgia 3","Drew Ferguson","Republican",2016,"Chuck Enderlin","Democratic","3","GA","GA_3","D",0,0
"Georgia","Georgia 3","Drew Ferguson","Republican",2016,"Drew Ferguson","Republican","3","GA","GA_3","R",1,2
"Georgia","Georgia 4","Hank Johnson","Democratic",2006,"Hank Johnson","Democratic","4","GA","GA_4","D",1,12
"Georgia","Georgia 4","Hank Johnson","Democratic",2006,"Joe Profit","Republican","4","GA","GA_4","R",0,0
"Georgia","Georgia 5","John Lewis","Democratic",1986,"John Lewis","Democratic","5","GA","GA_5","D",1,32
"Georgia","Georgia 6","Karen Handel","Republican",2017,"Karen Handel","Republican","6","GA","GA_6","R",1,1
"Georgia","Georgia 6","Karen Handel","Republican",2017,"Lucy McBath","Democratic","6","GA","GA_6","D",0,0
"Georgia","Georgia 7","Rob Woodall","Republican",2010,"Carolyn Bourdeaux","Democratic","7","GA","GA_7","D",0,0
"Georgia","Georgia 7","Rob Woodall","Republican",2010,"Rob Woodall","Republican","7","GA","GA_7","R",1,8
"Georgia","Georgia 8","Austin Scott","Republican",2010,"Austin Scott","Republican","8","GA","GA_8","R",1,8
"Georgia","Georgia 9","Doug Collins","Republican",2012,"Doug Collins","Republican","9","GA","GA_9","R",1,6
"Georgia","Georgia 9","Doug Collins","Republican",2012,"Josh McCall","Democratic","9","GA","GA_9","D",0,0
"Georgia","Georgia 10","Jody Hice","Republican",2014,"Jody Hice","Republican","10","GA","GA_10","R",1,4
"Georgia","Georgia 10","Jody Hice","Republican",2014,"Tabitha Johnson-Green","Democratic","10","GA","GA_10","D",0,0
"Georgia","Georgia 11","Barry Loudermilk","Republican",2014,"Flynn Broady","Democratic","11","GA","GA_11","D",0,0
"Georgia","Georgia 11","Barry Loudermilk","Republican",2014,"Barry Loudermilk","Republican","11","GA","GA_11","R",1,4
"Georgia","Georgia 12","Rick Allen","Republican",2014,"Rick Allen","Republican","12","GA","GA_12","R",1,4
"Georgia","Georgia 12","Rick Allen","Republican",2014,"Francys Johnson","Democratic","12","GA","GA_12","D",0,0
"Georgia","Georgia 13","David Scott","Democratic",2002,"David Callahan","Republican","13","GA","GA_13","R",0,0
"Georgia","Georgia 13","David Scott","Democratic",2002,"David Scott","Democratic","13","GA","GA_13","D",1,16
"Georgia","Georgia 14","Tom Graves","Republican",2010,"Steve Foster","Democratic","14","GA","GA_14","D",0,0
"Georgia","Georgia 14","Tom Graves","Republican",2010,"Tom Graves","Republican","14","GA","GA_14","R",1,8
"Hawaii","Hawaii 1","Colleen Hanabusa","Democratic",2016,"Ed Case","Democratic","1","HI","HI_1","D",0,0
"Hawaii","Hawaii 1","Colleen Hanabusa","Democratic",2016,"Campbell Cavasso","Republican","1","HI","HI_1","R",0,0
"Hawaii","Hawaii 2","Tulsi Gabbard","Democratic",2012,"Brian Evans","Republican","2","HI","HI_2","R",0,0
"Hawaii","Hawaii 2","Tulsi Gabbard","Democratic",2012,"Tulsi Gabbard","Democratic","2","HI","HI_2","D",1,6
"Idaho","Idaho 1","Raúl Labrador","Republican",2010,"Russ Fulcher","Republican","1","ID","ID_1","R",0,0
"Idaho","Idaho 1","Raúl Labrador","Republican",2010,"Cristina McNeil","Democratic","1","ID","ID_1","D",0,0
"Idaho","Idaho 2","Mike Simpson","Republican",1998,"Mike Simpson","Republican","2","ID","ID_2","R",1,20
"Idaho","Idaho 2","Mike Simpson","Republican",1998,"Aaron Swisher","Democratic","2","ID","ID_2","D",0,0
"Illinois","Illinois 1","Bobby Rush","Democratic",1992,"Bobby Rush","Democratic","1","IL","IL_1","D",1,26
"Illinois","Illinois 1","Bobby Rush","Democratic",1992,"Jimmy Tillman","Republican","1","IL","IL_1","R",0,0
"Illinois","Illinois 2","Robin Kelly","Democratic",2013,"Robin Kelly","Democratic","2","IL","IL_2","D",1,5
"Illinois","Illinois 2","Robin Kelly","Democratic",2013,"David Merkle","Republican","2","IL","IL_2","R",0,0
"Illinois","Illinois 3","Dan Lipinski","Democratic",2004,"Arthur Jones","Republican","3","IL","IL_3","R",0,0
"Illinois","Illinois 3","Dan Lipinski","Democratic",2004,"Dan Lipinski","Democratic","3","IL","IL_3","D",1,14
"Illinois","Illinois 4","Luis Gutiérrez","Democratic",1992,"Jesús ""Chuy"" García","Democratic","4","IL","IL_4","D",0,0
"Illinois","Illinois 4","Luis Gutiérrez","Democratic",1992,"Mark Lorch","Republican","4","IL","IL_4","R",0,0
"Illinois","Illinois 5","Mike Quigley","Democratic",2008,"Tom Hanson","Republican","5","IL","IL_5","R",0,0
"Illinois","Illinois 5","Mike Quigley","Democratic",2008,"Mike Quigley","Democratic","5","IL","IL_5","D",1,10
"Illinois","Illinois 6","Peter Roskam","Republican",2006,"Sean Casten","Democratic","6","IL","IL_6","D",0,0
"Illinois","Illinois 6","Peter Roskam","Republican",2006,"Peter Roskam","Republican","6","IL","IL_6","R",1,12
"Illinois","Illinois 7","Danny Davis","Democratic",1996,"Craig Cameron","Republican","7","IL","IL_7","R",0,0
"Illinois","Illinois 7","Danny Davis","Democratic",1996,"Danny Davis","Democratic","7","IL","IL_7","D",1,22
"Illinois","Illinois 8","Raja Krishnamoorthi","Democratic",2016,"JD Diganvker","Republican","8","IL","IL_8","R",0,0
"Illinois","Illinois 8","Raja Krishnamoorthi","Democratic",2016,"Raja Krishnamoorthi","Democratic","8","IL","IL_8","D",1,2
"Illinois","Illinois 9","Jan Schakowsky","Democratic",1998,"John Elleson","Republican","9","IL","IL_9","R",0,0
"Illinois","Illinois 9","Jan Schakowsky","Democratic",1998,"Jan Schakowsky","Democratic","9","IL","IL_9","D",1,20
"Illinois","Illinois 10","Brad Schneider","Democratic",2016,"Douglas Bennett","Republican","10","IL","IL_10","R",0,0
"Illinois","Illinois 10","Brad Schneider","Democratic",2016,"Brad Schneider","Democratic","10","IL","IL_10","D",1,2
"Illinois","Illinois 11","Bill Foster","Democratic",2012,"Bill Foster","Democratic","11","IL","IL_11","D",1,6
"Illinois","Illinois 11","Bill Foster","Democratic",2012,"Nick Stella","Republican","11","IL","IL_11","R",0,0
"Illinois","Illinois 12","Mike Bost","Republican",2014,"Mike Bost","Republican","12","IL","IL_12","R",1,4
"Illinois","Illinois 12","Mike Bost","Republican",2014,"Brendan Kelly","Democratic","12","IL","IL_12","D",0,0
"Illinois","Illinois 13","Rodney Davis","Republican",2012,"Rodney Davis","Republican","13","IL","IL_13","R",1,6
"Illinois","Illinois 13","Rodney Davis","Republican",2012,"Betsy Dirksen Londrigan","Democratic","13","IL","IL_13","D",0,0
"Illinois","Illinois 14","Randy Hultgren","Republican",2010,"Randy Hultgren","Republican","14","IL","IL_14","R",1,8
"Illinois","Illinois 14","Randy Hultgren","Republican",2010,"Lauren Underwood","Democratic","14","IL","IL_14","D",0,0
"Illinois","Illinois 15","John Shimkus","Republican",1996,"Kevin Gaither","Democratic","15","IL","IL_15","D",0,0
"Illinois","Illinois 15","John Shimkus","Republican",1996,"John Shimkus","Republican","15","IL","IL_15","R",1,22
"Illinois","Illinois 16","Adam Kinzinger","Republican",2010,"Sara Dady","Democratic","16","IL","IL_16","D",0,0
"Illinois","Illinois 16","Adam Kinzinger","Republican",2010,"Adam Kinzinger","Republican","16","IL","IL_16","R",1,8
"Illinois","Illinois 17","Cheri Bustos","Democratic",2012,"Cheri Bustos","Democratic","17","IL","IL_17","D",1,6
"Illinois","Illinois 17","Cheri Bustos","Democratic",2012,"Bill Fawell","Republican","17","IL","IL_17","R",0,0
"Illinois","Illinois 18","Darin LaHood","Republican",2015,"Darin LaHood","Republican","18","IL","IL_18","R",1,3
"Illinois","Illinois 18","Darin LaHood","Republican",2015,"Junius Rodriguez","Democratic","18","IL","IL_18","D",0,0
"Indiana","Indiana 1","Pete Visclosky","Democratic",1984,"Mark Leyva","Republican","1","IN","IN_1","R",0,0
"Indiana","Indiana 1","Pete Visclosky","Democratic",1984,"Pete Visclosky","Democratic","1","IN","IN_1","D",1,34
"Indiana","Indiana 2","Jackie Walorski","Republican",2012,"Mel Hall","Democratic","2","IN","IN_2","D",0,0
"Indiana","Indiana 2","Jackie Walorski","Republican",2012,"Jackie Walorski","Republican","2","IN","IN_2","R",1,6
"Indiana","Indiana 3","Jim Banks","Republican",2016,"Jim Banks","Republican","3","IN","IN_3","R",1,2
"Indiana","Indiana 3","Jim Banks","Republican",2016,"Courtney Tritch","Democratic","3","IN","IN_3","D",0,0
"Indiana","Indiana 4","Todd Rokita","Republican",2010,"Jim Baird","Republican","4","IN","IN_4","R",0,0
"Indiana","Indiana 4","Todd Rokita","Republican",2010,"Tobi Beck","Democratic","4","IN","IN_4","D",0,0
"Indiana","Indiana 5","Susan Brooks","Republican",2012,"Susan Brooks","Republican","5","IN","IN_5","R",1,6
"Indiana","Indiana 5","Susan Brooks","Republican",2012,"Dee Thornton","Democratic","5","IN","IN_5","D",0,0
"Indiana","Indiana 6","Luke Messer","Republican",2012,"Jeannine Lake","Democratic","6","IN","IN_6","D",0,0
"Indiana","Indiana 6","Luke Messer","Republican",2012,"Greg Pence","Republican","6","IN","IN_6","R",0,0
"Indiana","Indiana 7","André Carson","Democratic",2008,"André Carson","Democratic","7","IN","IN_7","D",1,10
"Indiana","Indiana 7","André Carson","Democratic",2008,"Wayne ""Gunny"" Harmon","Republican","7","IN","IN_7","R",0,0
"Indiana","Indiana 8","Larry Bucshon","Republican",2010,"Larry Bucshon","Republican","8","IN","IN_8","R",1,8
"Indiana","Indiana 8","Larry Bucshon","Republican",2010,"William Tanoos","Democratic","8","IN","IN_8","D",0,0
"Indiana","Indiana 9","Trey Hollingsworth","Republican",2016,"Trey Hollingsworth","Republican","9","IN","IN_9","R",1,2
"Indiana","Indiana 9","Trey Hollingsworth","Republican",2016,"Liz Watson","Democratic","9","IN","IN_9","D",0,0
"Iowa","Iowa 1","Rod Blum","Republican",2014,"Rod Blum","Republican","1","IA","IA_1","R",1,4
"Iowa","Iowa 1","Rod Blum","Republican",2014,"Abby Finkenauer","Democratic","1","IA","IA_1","D",0,0
"Iowa","Iowa 2","Dave Loebsack","Democratic",2006,"Dave Loebsack","Democratic","2","IA","IA_2","D",1,12
"Iowa","Iowa 2","Dave Loebsack","Democratic",2006,"Christopher Peters","Republican","2","IA","IA_2","R",0,0
"Iowa","Iowa 3","David Young","Republican",2014,"Cindy Axne","Democratic","3","IA","IA_3","D",0,0
"Iowa","Iowa 3","David Young","Republican",2014,"David Young","Republican","3","IA","IA_3","R",1,4
"Iowa","Iowa 4","Steve King","Republican",2002,"Steve King","Republican","4","IA","IA_4","R",1,16
"Iowa","Iowa 4","Steve King","Republican",2002,"J.D. Scholten","Democratic","4","IA","IA_4","D",0,0
"Kansas","Kansas 1","Roger Marshall","Republican",2016,"Alan LaPolice","Democratic","1","KS","KS_1","D",0,0
"Kansas","Kansas 1","Roger Marshall","Republican",2016,"Roger Marshall","Republican","1","KS","KS_1","R",1,2
"Kansas","Kansas 2","Lynn Jenkins","Republican",2008,"Paul Davis","Democratic","2","KS","KS_2","D",0,0
"Kansas","Kansas 2","Lynn Jenkins","Republican",2008,"Steve Watkins","Republican","2","KS","KS_2","R",0,0
"Kansas","Kansas 3","Kevin Yoder","Republican",2010,"Sharice Davids","Democratic","3","KS","KS_3","D",0,0
"Kansas","Kansas 3","Kevin Yoder","Republican",2010,"Kevin Yoder","Republican","3","KS","KS_3","R",1,8
"Kansas","Kansas 4","Ron Estes","Republican",2017,"Ron Estes","Republican","4","KS","KS_4","R",1,1
"Kansas","Kansas 4","Ron Estes","Republican",2017,"James Thompson","Democratic","4","KS","KS_4","D",0,0
"Kentucky","Kentucky 1","James Comer","Republican",2016,"James Comer","Republican","1","KY","KY_1","R",1,2
"Kentucky","Kentucky 1","James Comer","Republican",2016,"Paul Walker","Democratic","1","KY","KY_1","D",0,0
"Kentucky","Kentucky 2","Brett Guthrie","Republican",2008,"Brett Guthrie","Republican","2","KY","KY_2","R",1,10
"Kentucky","Kentucky 2","Brett Guthrie","Republican",2008,"Hank Linderman","Democratic","2","KY","KY_2","D",0,0
"Kentucky","Kentucky 3","John Yarmuth","Democratic",2006,"Vickie Glisson","Republican","3","KY","KY_3","R",0,0
"Kentucky","Kentucky 3","John Yarmuth","Democratic",2006,"John Yarmuth","Democratic","3","KY","KY_3","D",1,12
"Kentucky","Kentucky 4","Thomas Massie","Republican",2012,"Seth Hall","Democratic","4","KY","KY_4","D",0,0
"Kentucky","Kentucky 4","Thomas Massie","Republican",2012,"Thomas Massie","Republican","4","KY","KY_4","R",1,6
"Kentucky","Kentucky 5","Hal Rogers","Republican",1980,"Hal Rogers","Republican","5","KY","KY_5","R",1,38
"Kentucky","Kentucky 5","Hal Rogers","Republican",1980,"Kenneth Stepp","Democratic","5","KY","KY_5","D",0,0
"Kentucky","Kentucky 6","Andy Barr","Republican",2012,"Andy Barr","Republican","6","KY","KY_6","R",1,6
"Kentucky","Kentucky 6","Andy Barr","Republican",2012,"Amy McGrath","Democratic","6","KY","KY_6","D",0,0
"Louisiana","Louisiana 1","Steve Scalise","Republican",2008,"Lee Ann Dugas","Democratic","1","LA","LA_1","D",0,0
"Louisiana","Louisiana 1","Steve Scalise","Republican",2008,"Jim Francis","Democratic","1","LA","LA_1","D",0,0
"Louisiana","Louisiana 1","Steve Scalise","Republican",2008,"Tammy Savoie","Democratic","1","LA","LA_1","D",0,0
"Louisiana","Louisiana 1","Steve Scalise","Republican",2008,"Steve Scalise","Republican","1","LA","LA_1","R",1,10
"Louisiana","Louisiana 2","Cedric Richmond","Democratic",2010,"Cedric Richmond","Democratic","2","LA","LA_2","D",1,8
"Louisiana","Louisiana 3","Clay Higgins","Republican",2016,"Rob Anderson","Democratic","3","LA","LA_3","D",0,0
"Louisiana","Louisiana 3","Clay Higgins","Republican",2016,"Josh Guillory","Republican","3","LA","LA_3","R",0,0
"Louisiana","Louisiana 3","Clay Higgins","Republican",2016,"Clay Higgins","Republican","3","LA","LA_3","R",1,2
"Louisiana","Louisiana 3","Clay Higgins","Republican",2016,"Mimi Methvin","Democratic","3","LA","LA_3","D",0,0
"Louisiana","Louisiana 3","Clay Higgins","Republican",2016,"Larry Rader","Democratic","3","LA","LA_3","D",0,0
"Louisiana","Louisiana 3","Clay Higgins","Republican",2016,"Verone Thomas","Democratic","3","LA","LA_3","D",0,0
"Louisiana","Louisiana 4","Mike Johnson","Republican",2016,"Mike Johnson","Republican","4","LA","LA_4","R",1,2
"Louisiana","Louisiana 4","Mike Johnson","Republican",2016,"Ryan Trundle","Democratic","4","LA","LA_4","D",0,0
"Louisiana","Louisiana 5","Ralph Abraham","Republican",2014,"Ralph Abraham","Republican","5","LA","LA_5","R",1,4
"Louisiana","Louisiana 5","Ralph Abraham","Republican",2014,"Jessee Carlton Fleenor","Democratic","5","LA","LA_5","D",0,0
"Louisiana","Louisiana 6","Garret Graves","Republican",2014,"Justin DeWitt","Democratic","6","LA","LA_6","D",0,0
"Louisiana","Louisiana 6","Garret Graves","Republican",2014,"Garret Graves","Republican","6","LA","LA_6","R",1,4
"Louisiana","Louisiana 6","Garret Graves","Republican",2014,"Andie Saizan","Democratic","6","LA","LA_6","D",0,0
"Maine","Maine 1","Chellie Pingree","Democratic",2008,"Mark Holbrook","Republican","1","ME","ME_1","R",0,0
"Maine","Maine 1","Chellie Pingree","Democratic",2008,"Chellie Pingree","Democratic","1","ME","ME_1","D",1,10
"Maine","Maine 2","Bruce Poliquin","Republican",2014,"Jared Golden","Democratic","2","ME","ME_2","D",0,0
"Maine","Maine 2","Bruce Poliquin","Republican",2014,"Bruce Poliquin","Republican","2","ME","ME_2","R",1,4
"Maryland","Maryland 1","Andy Harris","Republican",2010,"Jesse Colvin","Democratic","1","MD","MD_1","D",0,0
"Maryland","Maryland 1","Andy Harris","Republican",2010,"Andy Harris","Republican","1","MD","MD_1","R",1,8
"Maryland","Maryland 2","Dutch Ruppersberger","Democratic",2002,"Liz Matory","Republican","2","MD","MD_2","R",0,0
"Maryland","Maryland 2","Dutch Ruppersberger","Democratic",2002,"Dutch Ruppersberger","Democratic","2","MD","MD_2","D",1,16
"Maryland","Maryland 3","John Sarbanes","Democratic",2006,"Charles Anthony","Republican","3","MD","MD_3","R",0,0
"Maryland","Maryland 3","John Sarbanes","Democratic",2006,"John Sarbanes","Democratic","3","MD","MD_3","D",1,12
"Maryland","Maryland 4","Anthony Brown","Democratic",2016,"Anthony Brown","Democratic","4","MD","MD_4","D",1,2
"Maryland","Maryland 4","Anthony Brown","Democratic",2016,"George McDermott","Republican","4","MD","MD_4","R",0,0
"Maryland","Maryland 5","Steny Hoyer","Democratic",1981,"William Devine III","Republican","5","MD","MD_5","R",0,0
"Maryland","Maryland 5","Steny Hoyer","Democratic",1981,"Steny Hoyer","Democratic","5","MD","MD_5","D",1,37
"Maryland","Maryland 6","John Delaney","Democratic",2012,"Amie Hoeber","Republican","6","MD","MD_6","R",0,0
"Maryland","Maryland 6","John Delaney","Democratic",2012,"David Trone","Democratic","6","MD","MD_6","D",0,0
"Maryland","Maryland 7","Elijah Cummings","Democratic",1996,"Elijah Cummings","Democratic","7","MD","MD_7","D",1,22
"Maryland","Maryland 7","Elijah Cummings","Democratic",1996,"Richmond Davis","Republican","7","MD","MD_7","R",0,0
"Maryland","Maryland 8","Jamie Raskin","Democratic",2016,"Jamie Raskin","Democratic","8","MD","MD_8","D",1,2
"Maryland","Maryland 8","Jamie Raskin","Democratic",2016,"John Walsh","Republican","8","MD","MD_8","R",0,0
"Massachusetts","Massachusetts 1","Richard Neal","Democratic",1988,"Richard Neal","Democratic","1","MA","MA_1","D",1,30
"Massachusetts","Massachusetts 2","Jim McGovern","Democratic",1996,"Tracy Lovvorn","Republican","2","MA","MA_2","R",0,0
"Massachusetts","Massachusetts 2","Jim McGovern","Democratic",1996,"Jim McGovern","Democratic","2","MA","MA_2","D",1,22
"Massachusetts","Massachusetts 3","Niki Tsongas","Democratic",2007,"Rick Green","Republican","3","MA","MA_3","R",0,0
"Massachusetts","Massachusetts 3","Niki Tsongas","Democratic",2007,"Lori Trahan","Democratic","3","MA","MA_3","D",0,0
"Massachusetts","Massachusetts 4","Joe Kennedy III","Democratic",2012,"Joe Kennedy III","Democratic","4","MA","MA_4","D",1,6
"Massachusetts","Massachusetts 5","Katherine Clark","Democratic",2013,"Katherine Clark","Democratic","5","MA","MA_5","D",1,5
"Massachusetts","Massachusetts 5","Katherine Clark","Democratic",2013,"John Hugo","Republican","5","MA","MA_5","R",0,0
"Massachusetts","Massachusetts 6","Seth Moulton","Democratic",2014,"Seth Moulton","Democratic","6","MA","MA_6","D",1,4
"Massachusetts","Massachusetts 6","Seth Moulton","Democratic",2014,"Joseph Schneider","Republican","6","MA","MA_6","R",0,0
"Massachusetts","Massachusetts 7","Mike Capuano","Democratic",1998,"Ayanna Pressley","Democratic","7","MA","MA_7","D",0,0
"Massachusetts","Massachusetts 8","Stephen Lynch","Democratic",2001,"Stephen Lynch","Democratic","8","MA","MA_8","D",1,17
"Massachusetts","Massachusetts 9","Bill Keating","Democratic",2010,"Bill Keating","Democratic","9","MA","MA_9","D",1,8
"Massachusetts","Massachusetts 9","Bill Keating","Democratic",2010,"Peter Tedeschi","Republican","9","MA","MA_9","R",0,0
"Michigan","Michigan 1","Jack Bergman","Republican",2016,"Jack Bergman","Republican","1","MI","MI_1","R",1,2
"Michigan","Michigan 1","Jack Bergman","Republican",2016,"Matt Morgan","Democratic","1","MI","MI_1","D",0,0
"Michigan","Michigan 2","Bill Huizenga","Republican",2010,"Rob Davidson","Democratic","2","MI","MI_2","D",0,0
"Michigan","Michigan 2","Bill Huizenga","Republican",2010,"Bill Huizenga","Republican","2","MI","MI_2","R",1,8
"Michigan","Michigan 3","Justin Amash","Republican",2010,"Cathy Albro","Democratic","3","MI","MI_3","D",0,0
"Michigan","Michigan 3","Justin Amash","Republican",2010,"Justin Amash","Republican","3","MI","MI_3","R",1,8
"Michigan","Michigan 4","John Moolenaar","Republican",2014,"Jerry Hilliard","Democratic","4","MI","MI_4","D",0,0
"Michigan","Michigan 4","John Moolenaar","Republican",2014,"John Moolenaar","Republican","4","MI","MI_4","R",1,4
"Michigan","Michigan 5","Dan Kildee","Democratic",2012,"Dan Kildee","Democratic","5","MI","MI_5","D",1,6
"Michigan","Michigan 5","Dan Kildee","Democratic",2012,"Travis Wines","Republican","5","MI","MI_5","R",0,0
"Michigan","Michigan 6","Fred Upton","Republican",1986,"Matt Longjohn","Democratic","6","MI","MI_6","D",0,0
"Michigan","Michigan 6","Fred Upton","Republican",1986,"Fred Upton","Republican","6","MI","MI_6","R",1,32
"Michigan","Michigan 7","Tim Walberg","Republican",2010,"Gretchen Driskell","Democratic","7","MI","MI_7","D",0,0
"Michigan","Michigan 7","Tim Walberg","Republican",2010,"Tim Walberg","Republican","7","MI","MI_7","R",1,8
"Michigan","Michigan 8","Mike Bishop","Republican",2014,"Mike Bishop","Republican","8","MI","MI_8","R",1,4
"Michigan","Michigan 8","Mike Bishop","Republican",2014,"Elissa Slotkin","Democratic","8","MI","MI_8","D",0,0
"Michigan","Michigan 9","Sander Levin","Democratic",1982,"Andy Levin","Democratic","9","MI","MI_9","D",0,0
"Michigan","Michigan 9","Sander Levin","Democratic",1982,"Candius Stearns","Republican","9","MI","MI_9","R",0,0
"Michigan","Michigan 10","Paul Mitchell","Republican",2016,"Kimberly Bizon","Democratic","10","MI","MI_10","D",0,0
"Michigan","Michigan 10","Paul Mitchell","Republican",2016,"Paul Mitchell","Republican","10","MI","MI_10","R",1,2
"Michigan","Michigan 11","Dave Trott","Republican",2014,"Lena Epstein","Republican","11","MI","MI_11","R",0,0
"Michigan","Michigan 11","Dave Trott","Republican",2014,"Haley Stevens","Democratic","11","MI","MI_11","D",0,0
"Michigan","Michigan 12","Debbie Dingell","Democratic",2014,"Debbie Dingell","Democratic","12","MI","MI_12","D",1,4
"Michigan","Michigan 12","Debbie Dingell","Democratic",2014,"Jeff Jones","Republican","12","MI","MI_12","R",0,0
"Michigan","Michigan 13","","",NA,"Rashida Tlaib","Democratic","13","MI","MI_13","D",0,0
"Michigan","Michigan 14","Brenda Lawrence","Democratic",2014,"Marc Herschfus","Republican","14","MI","MI_14","R",0,0
"Michigan","Michigan 14","Brenda Lawrence","Democratic",2014,"Brenda Lawrence","Democratic","14","MI","MI_14","D",1,4
"Minnesota","Minnesota 1","Tim Walz","Democratic",2006,"Dan Feehan","Democratic","1","MN","MN_1","D",0,0
"Minnesota","Minnesota 1","Tim Walz","Democratic",2006,"Jim Hagedorn","Republican","1","MN","MN_1","R",0,0
"Minnesota","Minnesota 2","Jason Lewis","Republican",2016,"Angie Craig","Democratic","2","MN","MN_2","D",0,0
"Minnesota","Minnesota 2","Jason Lewis","Republican",2016,"Jason Lewis","Republican","2","MN","MN_2","R",1,2
"Minnesota","Minnesota 3","Erik Paulsen","Republican",2008,"Erik Paulsen","Republican","3","MN","MN_3","R",1,10
"Minnesota","Minnesota 3","Erik Paulsen","Republican",2008,"Dean Phillips","Democratic","3","MN","MN_3","D",0,0
"Minnesota","Minnesota 4","Betty McCollum","Democratic",2000,"Betty McCollum","Democratic","4","MN","MN_4","D",1,18
"Minnesota","Minnesota 4","Betty McCollum","Democratic",2000,"Greg Ryan","Republican","4","MN","MN_4","R",0,0
"Minnesota","Minnesota 5","Keith Ellison","Democratic",2006,"Ilhan Omar","Democratic","5","MN","MN_5","D",0,0
"Minnesota","Minnesota 5","Keith Ellison","Democratic",2006,"Jennifer Zielinski","Republican","5","MN","MN_5","R",0,0
"Minnesota","Minnesota 6","Tom Emmer","Republican",2014,"Tom Emmer","Republican","6","MN","MN_6","R",1,4
"Minnesota","Minnesota 6","Tom Emmer","Republican",2014,"Ian Todd","Democratic","6","MN","MN_6","D",0,0
